RB2_W3m_ab_raw.bin
         3.00
11
1
Type of measurement (0=app. resistivity,1=resistance)
1
636
 2
0
4  66.00  0.00 111.00  0.00 81.00  0.00 96.00  0.00 531.51753 
4  66.00  0.00 102.00  0.00 78.00  0.00 90.00  0.00 672.80470 
4  66.00  0.00 93.00  0.00 75.00  0.00 84.00  0.00 928.45823 
4  66.00  0.00 84.00  0.00 72.00  0.00 78.00  0.00 1601.28017 
4  66.00  0.00 75.00  0.00 69.00  0.00 72.00  0.00 3937.22742 
4  69.00  0.00 141.00  0.00 93.00  0.00 117.00  0.00 296.09585 
4  69.00  0.00 132.00  0.00 90.00  0.00 111.00  0.00 342.65834 
4  69.00  0.00 123.00  0.00 87.00  0.00 105.00  0.00 401.66699 
4  69.00  0.00 114.00  0.00 84.00  0.00 99.00  0.00 499.74786 
4  69.00  0.00 105.00  0.00 81.00  0.00 93.00  0.00 665.02990 
4  69.00  0.00 96.00  0.00 78.00  0.00 87.00  0.00 905.79791 
4  69.00  0.00 87.00  0.00 75.00  0.00 81.00  0.00 1493.34440 
4  69.00  0.00 78.00  0.00 72.00  0.00 75.00  0.00 4446.27688 
4  72.00  0.00 135.00  0.00 93.00  0.00 114.00  0.00 341.04812 
4  72.00  0.00 126.00  0.00 90.00  0.00 108.00  0.00 399.28727 
4  72.00  0.00 117.00  0.00 87.00  0.00 102.00  0.00 487.71153 
4  72.00  0.00 108.00  0.00 84.00  0.00 96.00  0.00 613.81034 
4  72.00  0.00 99.00  0.00 81.00  0.00 90.00  0.00 821.49098 
4  72.00  0.00 90.00  0.00 78.00  0.00 84.00  0.00 1563.71352 
4  72.00  0.00 81.00  0.00 75.00  0.00 78.00  0.00 3216.44412 
4  75.00  0.00 138.00  0.00 96.00  0.00 117.00  0.00 349.79280 
4  75.00  0.00 129.00  0.00 93.00  0.00 111.00  0.00 389.18265 
4  75.00  0.00 120.00  0.00 90.00  0.00 105.00  0.00 480.10711 
4  75.00  0.00 111.00  0.00 87.00  0.00 99.00  0.00 606.20938 
4  75.00  0.00 102.00  0.00 84.00  0.00 93.00  0.00 807.47205 
4  75.00  0.00 93.00  0.00 81.00  0.00 87.00  0.00 1337.44030 
4  75.00  0.00 84.00  0.00 78.00  0.00 81.00  0.00 3461.25728 
4  78.00  0.00 141.00  0.00 99.00  0.00 120.00  0.00 357.19159 
4  78.00  0.00 132.00  0.00 96.00  0.00 114.00  0.00 391.10941 
4  78.00  0.00 123.00  0.00 93.00  0.00 108.00  0.00 457.07307 
4  78.00  0.00 114.00  0.00 90.00  0.00 102.00  0.00 590.04987 
4  78.00  0.00 105.00  0.00 87.00  0.00 96.00  0.00 761.44525 
4  78.00  0.00 96.00  0.00 84.00  0.00 90.00  0.00 1167.70711 
4  78.00  0.00 87.00  0.00 81.00  0.00 84.00  0.00 3479.15185 
4  81.00  0.00 135.00  0.00 99.00  0.00 117.00  0.00 407.51881 
4  81.00  0.00 126.00  0.00 96.00  0.00 111.00  0.00 465.98489 
4  81.00  0.00 117.00  0.00 93.00  0.00 105.00  0.00 588.57758 
4  81.00  0.00 108.00  0.00 90.00  0.00 99.00  0.00 789.51986 
4  81.00  0.00 99.00  0.00 87.00  0.00 93.00  0.00 1320.61830 
4  81.00  0.00 90.00  0.00 84.00  0.00 87.00  0.00 3260.99441 
4  84.00  0.00 138.00  0.00 102.00  0.00 120.00  0.00 438.42221 
4  84.00  0.00 129.00  0.00 99.00  0.00 114.00  0.00 481.18669 
4  84.00  0.00 120.00  0.00 96.00  0.00 108.00  0.00 587.87807 
4  84.00  0.00 111.00  0.00 93.00  0.00 102.00  0.00 765.36053 
4  84.00  0.00 102.00  0.00 90.00  0.00 96.00  0.00 1352.56325 
4  84.00  0.00 93.00  0.00 87.00  0.00 90.00  0.00 3388.74785 
4  87.00  0.00 141.00  0.00 105.00  0.00 123.00  0.00 449.12592 
4  87.00  0.00 132.00  0.00 102.00  0.00 117.00  0.00 493.03608 
4  87.00  0.00 123.00  0.00 99.00  0.00 111.00  0.00 597.09458 
4  87.00  0.00 114.00  0.00 96.00  0.00 105.00  0.00 811.39331 
4  87.00  0.00 105.00  0.00 93.00  0.00 99.00  0.00 1186.66418 
4  87.00  0.00 96.00  0.00 90.00  0.00 93.00  0.00 4113.48415 
4  90.00  0.00 135.00  0.00 105.00  0.00 120.00  0.00 530.69306 
4  90.00  0.00 126.00  0.00 102.00  0.00 114.00  0.00 623.57004 
4  90.00  0.00 117.00  0.00 99.00  0.00 108.00  0.00 847.08077 
4  90.00  0.00 108.00  0.00 96.00  0.00 102.00  0.00 1239.20160 
4  90.00  0.00 99.00  0.00 93.00  0.00 96.00  0.00 3166.94574 
4  93.00  0.00 138.00  0.00 108.00  0.00 123.00  0.00 583.85172 
4  93.00  0.00 129.00  0.00 105.00  0.00 117.00  0.00 650.09097 
4  93.00  0.00 120.00  0.00 102.00  0.00 111.00  0.00 870.19538 
4  93.00  0.00 111.00  0.00 99.00  0.00 105.00  0.00 1373.03110 
4  93.00  0.00 102.00  0.00 96.00  0.00 99.00  0.00 3743.57099 
4  96.00  0.00 141.00  0.00 111.00  0.00 126.00  0.00 602.44863 
4  96.00  0.00 132.00  0.00 108.00  0.00 120.00  0.00 682.96942 
4  96.00  0.00 123.00  0.00 105.00  0.00 114.00  0.00 862.31454 
4  96.00  0.00 114.00  0.00 102.00  0.00 108.00  0.00 1387.14010 
4  96.00  0.00 105.00  0.00 99.00  0.00 102.00  0.00 2976.25690 
4  99.00  0.00 135.00  0.00 111.00  0.00 123.00  0.00 724.88896 
4  99.00  0.00 126.00  0.00 108.00  0.00 117.00  0.00 876.69447 
4  99.00  0.00 117.00  0.00 105.00  0.00 111.00  0.00 1376.76343 
4  99.00  0.00 108.00  0.00 102.00  0.00 105.00  0.00 3252.08934 
4  102.00  0.00 138.00  0.00 114.00  0.00 126.00  0.00 775.95388 
4  102.00  0.00 129.00  0.00 111.00  0.00 120.00  0.00 923.36703 
4  102.00  0.00 120.00  0.00 108.00  0.00 114.00  0.00 1352.19235 
4  102.00  0.00 111.00  0.00 105.00  0.00 108.00  0.00 2823.62504 
4  105.00  0.00 141.00  0.00 117.00  0.00 129.00  0.00 799.66751 
